"","X","T8724","X3720","X7910","F2673","T1820","F8903","F6962","T8546","T2100","F6350","F3892","T2413","F9135","R3221","X8719","R7919","R9150","F2601","R8774","T4070","R3762","T6591","F8011","T5062","R5657","T5282","F0763","X7790","T5177","T4954"
"3108","P78347_S784",-0.862745098,1.274509804,-0.431372549,0.9803921569,-0.2352941176,-2.37254902,-0.9215686275,-0.7843137255,-2.568627451,1.568627451,0.4117647059,-1.68627451,-0.2941176471,-1.117647059,0.5294117647,-0.1764705882,1.764705882,-0.7058823529,0.9019607843,-0.6666666667,-0.3529411765,-1.568627451,-0.6666666667,-0.9411764706,-1.196078431,-2.156862745,0.137254902,-0.8235294118,1,-0.5098039216
"3109","Q15678_S760",-5,-5,-5,-5,-5,1.725490196,-5,-4.921568627,-5,-5,-5,0.4705882353,-5,0.8235294118,-2.490196078,-3.803921569,-5,-5,-4.588235294,-5,-5,4.529411765,-5,-5,-3.647058824,-4.156862745,-5,-5,-5,-5
"3110","P52564_S207",0.03921568627,-0.1568627451,0.9019607843,-0.5098039216,0.9803921569,-1.274509804,1.137254902,0.09803921569,-2.68627451,-0.1764705882,-0.8431372549,-5,-0.07843137255,-2.705882353,-5,-0.2352941176,-4.705882353,1.254901961,-2.509803922,0.9607843137,-0.3921568627,1.039215686,0.1176470588,-0.3725490196,-0.1764705882,-1.529411765,0.5882352941,0.7058823529,0.4117647059,0.431372549
"3111","Q00610_S1494",0.5882352941,0.2156862745,-0.1176470588,-1.333333333,1.666666667,0.7647058824,-0.3333333333,0.2745098039,-1.607843137,-0.137254902,-2.137254902,-0.2352941176,-1.215686275,-1.470588235,-1.411764706,-0.6274509804,-1.431372549,-0.2156862745,0.9215686275,0.3725490196,-0.137254902,1.274509804,-1.333333333,-1.68627451,0.05882352941,-0.5882352941,-0.4705882353,0.4509803922,-0.1764705882,0.9215686275
"3112","Q7Z5L9_S175",-0.4705882353,-0.568627451,0.03921568627,0.4705882353,0.01960784314,0.3529411765,0.1960784314,0.6470588235,0.3529411765,-0.7450980392,0,0.1176470588,1.078431373,0.7647058824,-1.156862745,-0.9215686275,-0.09803921569,-0.7647058824,0.1176470588,0.2156862745,0.2941176471,-1.784313725,0.6078431373,-0.07843137255,-0.9019607843,-0.2352941176,-0.1176470588,-1.31372549,-0.09803921569,0.01960784314
"3113","Q14644_S809",-0.8823529412,-1.764705882,0.6862745098,-2.764705882,2.137254902,-5,0.4117647059,-2.921568627,-0.5294117647,-1.274509804,-1.921568627,-2.941176471,-3.568627451,-5,-5,0.03921568627,1.196078431,0.431372549,0.4705882353,-2.431372549,0.2941176471,2.529411765,0.1764705882,0.2156862745,-1.196078431,-0.1960784314,-0.1764705882,-0.6078431373,-0.2156862745,-0.3529411765
"3114","Q9P0K8_S46",-3.490196078,-1.784313725,-0.6470588235,0.3529411765,-1.725490196,0.3137254902,-2.862745098,-1.098039216,-1.588235294,-3.156862745,0.9215686275,0.03921568627,-0.2941176471,-0.7843137255,-1.921568627,-3.117647059,-2.68627451,-3.490196078,-4.647058824,-5,-0.4901960784,4.098039216,-2.745098039,-3.725490196,-0.8235294118,-1.078431373,-1.235294118,-4.196078431,-1.352941176,-2.68627451
"3115","Q8NFC6_S1531",-1.137254902,-5,-1.352941176,0.07843137255,-1.352941176,0.4509803922,-2.137254902,0.1176470588,-0.6666666667,-0.2352941176,0.9803921569,-1.078431373,-0.3921568627,-0.03921568627,-2.843137255,-5,-1.294117647,-5,-1.568627451,-1.803921569,-2.37254902,3.823529412,0.7843137255,-2.568627451,-5,-0.8823529412,-1.078431373,-3.019607843,-0.6078431373,-5
"3116","O75069_S438",-5,-5,-0.01960784314,-0.9803921569,-4.509803922,-5,-1.549019608,-3.901960784,-4.215686275,-0.9215686275,-5,-3.607843137,-4.882352941,-2.725490196,-5,2.019607843,-1.666666667,4.392156863,-5,-4.352941176,-5,-1.392156863,-5,0.1568627451,-5,-5,-5,-5,-2.725490196,-5
"3117","Q16666_S153",1.529411765,1.137254902,0.5294117647,1.058823529,-1.764705882,-1.705882353,0.2549019608,-1.117647059,-1.549019608,-0.9215686275,-0.03921568627,-1.37254902,0.862745098,-0.5294117647,-0.1764705882,-1.725490196,1.039215686,-0.01960784314,-0.3921568627,-0.4117647059,-0.6666666667,-2.215686275,-0.568627451,-1.450980392,0.1568627451,1.117647059,0.01960784314,-0.9411764706,-0.09803921569,0.01960784314
"3118","Q92844_S126",-3.843137255,1.450980392,-1.784313725,-1.647058824,-0.862745098,-5,-3.803921569,-5,-5,2.039215686,-3.235294118,-5,-5,-2.666666667,1.843137255,-1.803921569,-1.078431373,0.01960784314,-1.176470588,-5,-0.2352941176,2.745098039,-0.3725490196,0.2549019608,1.176470588,-5,-3.098039216,-0.137254902,1.431372549,-2.705882353
"3119","Q9Y5K6_S224",-1.490196078,-2.078431373,0.2549019608,-4.568627451,-1.176470588,-1.568627451,-0.8235294118,-1.098039216,-3.039215686,0,1.745098039,-3.764705882,-0.5098039216,-0.1960784314,-5,-2.882352941,0.9019607843,-3.960784314,-2.294117647,-1.549019608,-0.137254902,3.666666667,0.2941176471,-3.333333333,-0.7843137255,-3.705882353,-0.1176470588,-2.039215686,-1.117647059,-1.588235294
"3120","Q8IU81_S421",0.2941176471,-0.6274509804,-0.3529411765,-0.2941176471,-1.098039216,0.3921568627,0.03921568627,-1.705882353,0.7254901961,-1.764705882,-3.137254902,0.5882352941,-0.5098039216,-0.2549019608,0.4117647059,-0.3137254902,-4.941176471,0.05882352941,2.490196078,0.1960784314,0,2.117647059,-0.7254901961,-3.078431373,-2.803921569,-0.5882352941,-1.666666667,-2.137254902,-0.6470588235,-1.607843137
"3121","Q92974_S932",-0.6862745098,1,-1,0.4117647059,0.4117647059,1.078431373,-0.7058823529,-0.09803921569,1.490196078,-0.9607843137,-0.8823529412,0.5882352941,0.568627451,-0.6862745098,-0.6274509804,-2.078431373,1.31372549,-1.705882353,0.1176470588,-1.705882353,-2.568627451,2.117647059,-5,-5,-1.843137255,-1.647058824,-1.588235294,-3.549019608,0.3529411765,0.2156862745
"3122","Q9UQ35_S846",-0.5294117647,-0.09803921569,0.1176470588,0.3725490196,-0.2549019608,0.7843137255,0.431372549,0.3921568627,0.5882352941,0.2156862745,0.05882352941,0.5098039216,0.6274509804,1.196078431,-0.09803921569,-2.921568627,-3.450980392,-2.274509804,0.09803921569,0.01960784314,-0.09803921569,0.9803921569,1.039215686,-2.607843137,-3.215686275,-0.5490196078,-1.019607843,-1.450980392,0,-0.7647058824
"3123","Q9UQ35_T866",-0.5294117647,-0.09803921569,0.1176470588,0.3725490196,-0.2549019608,0.7843137255,0.431372549,0.3921568627,0.5882352941,0.2156862745,0.05882352941,0.5098039216,0.6274509804,1.196078431,-0.09803921569,-2.921568627,-3.450980392,-2.274509804,0.09803921569,0.01960784314,-0.09803921569,0.9803921569,1.039215686,-2.607843137,-3.215686275,-0.5490196078,-1.019607843,-1.450980392,0,-0.7647058824
"3124","Q12769_S1157",-0.5098039216,-5,-0.09803921569,1.823529412,-5,2.019607843,-5,-5,2.705882353,-5,-5,1.274509804,-2.470588235,1.882352941,-5,-5,-5,-1,-5,-5,-5,1.725490196,-5,-2.882352941,-5,1.901960784,-2.607843137,-5,-5,-5
"3125","Q8TAQ2_S347",-0.2941176471,-5,1.039215686,0.431372549,-5,0.8431372549,-0.7058823529,-3.745098039,0.01960784314,-5,1.450980392,1.843137255,1.529411765,2.196078431,-5,-5,-3.098039216,-2.078431373,-3.705882353,-0.6274509804,-3.333333333,2.450980392,-5,-1.647058824,-3.568627451,-3.039215686,0.05882352941,-4.666666667,-2.039215686,-5
"3126","Q14153_S268",-0.9607843137,-0.9215686275,0.5882352941,1.176470588,-2.176470588,-0.03921568627,-0.2352941176,-2.411764706,1.058823529,-3.117647059,-5,-0.2549019608,-0.3529411765,0.1960784314,-5,-4.529411765,-5,1.019607843,-0.6470588235,-1.784313725,-2.980392157,2.941176471,-0.9019607843,-0.9019607843,0.568627451,1.666666667,-0.1764705882,-2.019607843,-1.725490196,-4.607843137
"3127","P43243_S195",0.2745098039,0.09803921569,0.03921568627,0.09803921569,-0.2156862745,0.6274509804,-0.2156862745,-0.3921568627,0.5490196078,-0.6666666667,-0.9019607843,0.6078431373,-0.1960784314,1.803921569,-0.1764705882,-0.7843137255,-0.3921568627,-1.078431373,0.4117647059,0.3529411765,0.2549019608,-2.509803922,0.3725490196,-0.9607843137,-0.9215686275,-2.509803922,-0.3529411765,-0.7254901961,0.9019607843,-0.7450980392
"3128","Q9H1E3_S181",-0.6862745098,-2.68627451,-0.8039215686,0.3725490196,-2.294117647,1.274509804,-1.078431373,-0.9803921569,2.156862745,0.8039215686,1.666666667,1,-0.1764705882,0.2549019608,-3.392156863,-4.333333333,-1.568627451,-1.039215686,-0.9215686275,-2.764705882,-0.2549019608,-0.2156862745,0.862745098,0.05882352941,-0.4705882353,0.7843137255,0.05882352941,-2.882352941,-1.274509804,-4.117647059
"3129","Q9HAN9_S117",-0.03921568627,0.3333333333,-0.1176470588,-0.2156862745,-0.137254902,-0.4705882353,-0.2549019608,0.01960784314,-0.7843137255,0.03921568627,0.3137254902,-1.568627451,-0.05882352941,-0.8039215686,0.6470588235,0.568627451,0.431372549,-1.156862745,-0.2941176471,0.05882352941,0.3921568627,-0.2941176471,-0.7254901961,-0.2549019608,0.8235294118,0.05882352941,0.2352941176,0.8039215686,-0.07843137255,-0.3137254902
"3130","Q6UWD8_S194",-5,-5,-5,-5,1.431372549,-5,-3.823529412,-2.274509804,1.137254902,-0.3333333333,-2.784313725,-5,-2.254901961,0.1176470588,0.8431372549,-5,-5,-5,-4.705882353,-3.647058824,0.862745098,4.176470588,-5,-5,-5,-5,-5,-5,-5,-0.4901960784
"3131","Q7L8J4_S362",-1.568627451,-0.2352941176,-0.1176470588,0.5098039216,-0.2156862745,0,-0.6274509804,0.3921568627,0.137254902,-0.3921568627,-0.6862745098,0.2745098039,-0.4705882353,0.05882352941,-3.274509804,0.5882352941,-5,2.705882353,-0.01960784314,0.2549019608,0.2549019608,0.4705882353,-0.1764705882,-1.568627451,-1.470588235,-1.666666667,-1.156862745,-1.941176471,-0.8823529412,0.1960784314
"3132","Q9NRL2_S1413",-2.196078431,-1.490196078,-2.117647059,0.862745098,-2.098039216,1,-1.215686275,-2.68627451,1.137254902,-0.6666666667,-0.1960784314,0.9019607843,-0.3529411765,-0.03921568627,-2.705882353,-1.37254902,-3.980392157,-3.725490196,-1.235294118,-3.058823529,-1.450980392,2.823529412,-2.098039216,-3.37254902,-1.882352941,2.764705882,-1.549019608,-2.568627451,-2.058823529,-1.294117647
"3133","Q92934_S118",-3.901960784,0.6470588235,-2.176470588,0.01960784314,0.8823529412,-0.09803921569,0.5882352941,0.3529411765,-1.196078431,0.9803921569,-1.039215686,-5,-0.4901960784,-0.5294117647,2.098039216,0.9607843137,0.6470588235,-5,0.137254902,-0.4705882353,-0.03921568627,1.352941176,-5,-2.31372549,-3.37254902,-5,-3.784313725,-1.058823529,1.176470588,-0.01960784314
"3134","O75376_S2120",0.03921568627,0.9019607843,0.137254902,0.05882352941,-1.274509804,0.2156862745,-0.2745098039,-0.6666666667,0,-2.117647059,-3.431372549,-0.1176470588,-0.2745098039,-0.7254901961,1.078431373,-1,-2.352941176,-0.9411764706,0.2941176471,-0.3921568627,-0.09803921569,2.666666667,-0.7647058824,-0.5294117647,-0.3333333333,-1.647058824,-0.3529411765,-0.6274509804,-1.980392157,0.6470588235
"3135","Q7Z434_S222",-1.823529412,0.8235294118,0.4901960784,-0.7450980392,1.235294118,-1.019607843,0.4901960784,0.1176470588,-2.058823529,-0.4705882353,0.09803921569,-2.078431373,-1.843137255,-2.745098039,-0.5490196078,1.333333333,-0.3529411765,-2.509803922,0.9607843137,0.8039215686,0.3333333333,-0.9411764706,0.4509803922,-1.411764706,-5,0.137254902,0.2549019608,0.6666666667,0.3529411765,0.5098039216
"3136","Q9UFC0_S212",-1.411764706,-0.862745098,-0.1568627451,-0.4509803922,-0.3529411765,-1.156862745,0.7843137255,0.8235294118,0.2156862745,1.62745098,0.5098039216,-0.3333333333,0.431372549,0.5490196078,-0.7450980392,0.1764705882,-0.8039215686,-0.431372549,0.07843137255,0.1960784314,0.8235294118,0.2745098039,-0.1176470588,-1.823529412,-1.196078431,-1.901960784,-0.9803921569,-0.9411764706,0.8431372549,-1.156862745
"3137","Q14980_S820",-3.647058824,-5,-2.215686275,-3.784313725,-5,-3.823529412,-5,-5,-4.745098039,1.156862745,0.2549019608,-5,0.862745098,1,-5,-4.176470588,-4.784313725,0.5294117647,-5,-0.1764705882,-5,4.176470588,-2.705882353,-3.431372549,-4.490196078,-5,-0.4901960784,-1.098039216,-2.607843137,-5
"3138","P04040_S515",-2.333333333,-0.09803921569,-1.039215686,-0.5294117647,0.4509803922,-0.431372549,-0.5294117647,-0.09803921569,-0.431372549,-0.05882352941,-1.117647059,-1.62745098,1.274509804,-0.2745098039,0,0.5098039216,-1.039215686,0.8039215686,0.8235294118,-1.411764706,1.039215686,-1.37254902,0.9215686275,-0.8823529412,-0.8431372549,-0.3921568627,-0.4509803922,0.2745098039,0.09803921569,1.137254902
"3139","P33316_S88",-5,-1.176470588,1.254901961,-5,-3.450980392,-5,-5,-5,-1.745098039,-3.058823529,-0.6862745098,-0.6862745098,-5,-5,2.392156863,-5,-2.058823529,-3.529411765,-1.607843137,-2.098039216,1.529411765,3.960784314,-1.156862745,-5,-5,-5,-5,-5,-1.666666667,-5
"3140","Q14671_S124",-0.8823529412,-1.509803922,-0.4705882353,-1.431372549,-0.7058823529,0.07843137255,0.2156862745,-0.03921568627,0.1568627451,-1.529411765,-3.196078431,0.09803921569,0.09803921569,0.3137254902,-5,-5,-5,-3.509803922,-4.37254902,-0.5882352941,0.137254902,3.941176471,-1.156862745,-3.333333333,-3.960784314,-1.529411765,-1.882352941,-3.019607843,-1.803921569,-1.215686275
"3141","Q9Y5K6_S458",-1.137254902,-0.4509803922,0.6078431373,-1.37254902,-0.03921568627,-0.7647058824,0.2941176471,-1.490196078,-2.156862745,-0.6470588235,0.09803921569,-0.8235294118,-1.254901961,-3.254901961,-2.647058824,0.5294117647,1.980392157,0.2352941176,1.078431373,0.6862745098,0.4509803922,0.3333333333,-1.549019608,-1.274509804,1.019607843,-0.1568627451,0.07843137255,-0.2156862745,-0.6274509804,0.5294117647
"3142","O75069_S438",-2.705882353,-5,0.4509803922,0.5098039216,-2.882352941,-5,-0.8823529412,-5,-5,-0.05882352941,-5,-5,-5,-3.666666667,-3.843137255,1.549019608,-1.941176471,4.274509804,-5,-2.176470588,-5,-1.68627451,-2.901960784,0.5882352941,-5,-5,-5,-3.588235294,-1.176470588,-5
"3143","P07359_S629",-1.68627451,-5,1.450980392,-2.274509804,4.333333333,-5,1.411764706,-5,-2.098039216,-3.156862745,-5,-4.882352941,-3.980392157,-3.254901961,-5,-1.235294118,-5,-0.7843137255,-5,-5,-4.862745098,0.7450980392,-5,-5,-5,-4.176470588,-2.490196078,-5,-1.941176471,-3.823529412
"3144","P07359_S632",-1.68627451,-5,1.450980392,-2.274509804,4.333333333,-5,1.411764706,-5,-2.098039216,-3.156862745,-5,-4.882352941,-3.980392157,-3.254901961,-5,-1.235294118,-5,-0.7843137255,-5,-5,-4.862745098,0.7450980392,-5,-5,-5,-4.176470588,-2.490196078,-5,-1.941176471,-3.823529412
"3145","Q14526_S366",-4.078431373,0.1568627451,1.784313725,-5,-5,-0.4509803922,-4.725490196,-5,-4.431372549,-5,-5,-5,-5,-5,-1.392156863,-5,2.137254902,-1.68627451,-5,-4.352941176,-0.5490196078,3.862745098,-4.588235294,-5,2.039215686,-5,-5,-5,-5,-5
"3146","P11831_S224",1.392156863,0.6078431373,-0.3921568627,-0.1568627451,0.7254901961,0.2745098039,0.2745098039,0.3137254902,-1.31372549,-2.058823529,0.05882352941,0.9607843137,-0.2745098039,-1.490196078,0.1960784314,-1.784313725,1.176470588,-3.568627451,-0.1764705882,-0.4117647059,0.4705882353,1.235294118,-0.9411764706,-2.725490196,-0.4901960784,-0.3137254902,-0.568627451,-0.8431372549,0.1176470588,-1.352941176
"3147","Q86UX6_S18",-2.549019608,-5,-5,-0.2156862745,-3.568627451,-5,-5,-5,-5,-3.392156863,-0.1176470588,-5,-3.117647059,-3.725490196,1.725490196,0.9607843137,0.7058823529,-5,-1.333333333,-2.588235294,-1.470588235,4.196078431,-1.37254902,-4.431372549,-2.333333333,-1.117647059,-5,-2.333333333,-2.529411765,-3.843137255
"3148","Q14980_S1887",-2.490196078,-0.07843137255,-0.03921568627,-1.490196078,1.352941176,-3.490196078,-0.8235294118,-0.1764705882,-2.235294118,0.7450980392,0.07843137255,-2.529411765,-0.03921568627,-1.509803922,0,0.8431372549,0.8431372549,-0.3725490196,-0.09803921569,-0.3137254902,0.2156862745,0.3529411765,-1.745098039,1.274509804,0.2941176471,-0.7647058824,0.7058823529,0.4509803922,0.09803921569,-0.1764705882
"3149","P52597_S310",0.4117647059,-1.745098039,-2.117647059,-2.705882353,-3.960784314,-1.62745098,-0.2549019608,-0.8431372549,0.7058823529,-0.9019607843,-2.215686275,-0.09803921569,-0.5490196078,0.2745098039,-5,-5,-5,-5,-2.725490196,-1.666666667,-0.8039215686,4.254901961,-1.529411765,-5,-4.352941176,-3,-4.176470588,-3.156862745,-4,-2.862745098
"3150","P05455_S366",-1.215686275,-1.745098039,-1.235294118,0.8431372549,-1.176470588,1.470588235,0.3921568627,0.1176470588,2.568627451,-0.2352941176,-0.862745098,0.5882352941,0.6470588235,0.862745098,-5,-2.764705882,-5,-2.705882353,-1.509803922,-0.9607843137,0.4509803922,-0.4117647059,0.5098039216,-0.3333333333,-1.843137255,-3.784313725,-0.6274509804,-1.529411765,1.196078431,-3.019607843
"3151","Q14938_S301",-2.117647059,-1.039215686,1.294117647,0.6862745098,0.7647058824,-0.4509803922,1.490196078,-2.803921569,0,-0.03921568627,-4.490196078,-1.333333333,-1.411764706,-0.2549019608,1.411764706,-0.2549019608,1.294117647,-1.215686275,-0.3333333333,1.039215686,0.8039215686,-0.9215686275,-2.019607843,-5,-0.7058823529,-0.1960784314,-0.1176470588,-2.274509804,0.5294117647,-1.235294118
"3152","Q13459_S1290",-0.7058823529,0.2352941176,0.1176470588,-0.2745098039,0.7450980392,-1.333333333,0.4705882353,-0.1960784314,-1.31372549,-0.4901960784,0.5294117647,-0.5294117647,0.4117647059,-1.274509804,-2.31372549,-0.01960784314,0.6078431373,0.2941176471,-0.1176470588,0.05882352941,-0.1960784314,-1,0.2156862745,0.3725490196,-0.07843137255,-0.3921568627,0.4117647059,0.4901960784,0.137254902,0.7450980392
"3153","Q8IWY8_S153",-5,-2.941176471,-0.5490196078,-0.07843137255,-5,-2.803921569,-2.058823529,-5,0.6078431373,-1.058823529,-5,-0.4901960784,-1.941176471,0.6274509804,-5,-0.4705882353,0.5098039216,-5,-5,-5,-0.8431372549,4.274509804,-5,-3.176470588,-1.568627451,-5,-1.450980392,-4.215686275,-2.019607843,-3.235294118
"3154","Q9NYF8_S397",0.862745098,-1.882352941,-1.176470588,-0.5490196078,-4.529411765,0.2549019608,-1.529411765,-1.568627451,0.2549019608,-2.823529412,-2.490196078,-0.05882352941,-2.078431373,0.9411764706,0.5294117647,-5,-5,-5,0.2352941176,-0.01960784314,-5,3.843137255,-5,-5,-3.960784314,-5,-3.176470588,-1.843137255,0.6470588235,-2.529411765
"3155","Q9Y6R9_T285",-2.607843137,-5,0.3921568627,-5,0.09803921569,-4.254901961,1.058823529,-0.568627451,1.333333333,0.5294117647,-5,0.1568627451,-5,-1.215686275,2.039215686,-5,2.549019608,-0.5098039216,0.9411764706,0.1568627451,-3.980392157,1.450980392,-0.137254902,-5,-5,-0.9411764706,-5,-5,0.01960784314,-3.156862745
"3156","P49903_S17",-1.274509804,1.117647059,-1.098039216,-4.411764706,0.6470588235,-0.7647058824,0.137254902,-1.137254902,-0.1176470588,-0.6274509804,-1.607843137,-1.745098039,-1.411764706,0.4117647059,-1.901960784,0.1764705882,-1.607843137,-4.960784314,-2.352941176,-3.019607843,0.7058823529,3.568627451,-2.215686275,-3.960784314,-0.2745098039,-1.058823529,-0.6274509804,-2.980392157,-0.4117647059,-0.862745098
"3157","Q9UPN3_S3927",-0.1960784314,-0.3333333333,0.5098039216,-1.392156863,0.1568627451,-1.549019608,-0.9411764706,-0.09803921569,0.01960784314,-1.68627451,-2.254901961,-0.9803921569,0.6078431373,1.019607843,0.3333333333,-0.5490196078,0.9215686275,-3.078431373,0.4117647059,-0.1960784314,1.568627451,1.862745098,-0.2745098039,-1.764705882,-0.6666666667,-1.196078431,-0.7058823529,-0.9803921569,0.431372549,-0.7058823529
"3158","Q8NDX5_T609",-0.7450980392,0.4117647059,0,0.01960784314,1.294117647,0.6862745098,0.6274509804,0.4705882353,0.3921568627,-0.9607843137,-3.078431373,1.078431373,-0.8823529412,0.3137254902,0.7647058824,-1.117647059,-0.4705882353,-1,-0.8039215686,-0.2156862745,0.4705882353,2,-0.2941176471,-3.196078431,-3,-5,-0.862745098,-3.333333333,-0.1176470588,-1.509803922
"3159","Q14432_S312",0.2941176471,-5,2.176470588,-5,3.647058824,-5,-1.196078431,-5,-5,-0.6274509804,-4.823529412,-5,-3.431372549,-5,-5,-0.5294117647,-5,2.176470588,-5,-5,-5,2.294117647,-5,-5,-3.68627451,-5,-5,-2.921568627,-5,-3.882352941
"3160","O75376_S1977",-0.2745098039,-2.882352941,-2.31372549,-1.607843137,-4.137254902,-0.137254902,-1.31372549,-4.235294118,1.392156863,-2.333333333,-0.1176470588,-0.9803921569,1.039215686,1.078431373,-2.509803922,-5,-5,-1.862745098,-3.019607843,-0.862745098,0.2745098039,3.705882353,0.1764705882,-2.176470588,-5,-3.960784314,-3.784313725,-5,0.7058823529,-3.176470588
"3161","Q8N3F8_S578",1.215686275,-0.07843137255,0.2745098039,-0.862745098,1.588235294,0.3137254902,1,0.8431372549,-0.05882352941,-2.333333333,-3.098039216,0.4117647059,-0.3137254902,-0.4509803922,-5,-0.2549019608,0.4705882353,-1.156862745,0.03921568627,0.137254902,0.3137254902,1.352941176,-0.05882352941,-1.862745098,-1.235294118,-1.549019608,-1.705882353,-1.588235294,-0.3529411765,-0.4117647059
"3162","P20700_S375",0.431372549,-2.352941176,-1.137254902,-2.078431373,-3.784313725,0.07843137255,-0.8431372549,0.9803921569,-0.8431372549,-3.843137255,-5,0.6470588235,-1.31372549,-0.01960784314,-5,-5,-4.549019608,-5,-5,0.3921568627,-5,4.156862745,-2.117647059,-3.588235294,-5,-3.882352941,-1.392156863,-1.941176471,-3.509803922,-4.68627451
"3163","Q9UQ35_S1179",-0.1568627451,0.05882352941,0,-0.1568627451,-1.450980392,0.3725490196,-0.2745098039,0.1764705882,0.1960784314,0.2745098039,-0.7647058824,-0.3333333333,-0.1176470588,0.05882352941,1.705882353,0.3725490196,-0.568627451,-0.05882352941,0.3333333333,-0.03921568627,0.3529411765,-1.588235294,-1.37254902,-0.8235294118,-0.1176470588,0.01960784314,-0.05882352941,-0.7254901961,0.03921568627,0.431372549
"3164","Q09666_S5542",-2.431372549,-2.705882353,-0.6470588235,-2.470588235,-1.37254902,-3.176470588,-3.176470588,-2.823529412,-3.31372549,-1.803921569,-1.137254902,-4.333333333,-2.941176471,-2.666666667,-0.4117647059,-1.31372549,2.901960784,-2.803921569,-3.745098039,-2.960784314,-2.352941176,3.470588235,-1.921568627,1.392156863,-1.823529412,-2.215686275,0.7058823529,0.2156862745,-1.490196078,-3.490196078
"3165","Q01082_S2341",1.411764706,-1.960784314,-0.1568627451,-0.1960784314,-5,2.450980392,-2.901960784,-5,-0.4117647059,-5,-2,2.019607843,1.607843137,1.901960784,-5,-5,-2.921568627,-3.843137255,-5,-5,-5,2.470588235,-5,-1.450980392,-5,0.2745098039,-1.862745098,-3.254901961,-2.725490196,-5
"3166","Q9P016_S14",-4.647058824,-1.607843137,-1.039215686,-2.274509804,-0.6470588235,-1.784313725,-0.862745098,0.568627451,-0.7450980392,0.7450980392,1.862745098,-1.705882353,-0.01960784314,0.1960784314,-0.137254902,0.2549019608,0.2549019608,-4.235294118,-0.4509803922,-2.392156863,0.4509803922,1.980392157,-0.7450980392,0.2941176471,-0.1568627451,-0.1568627451,0.3921568627,0.2941176471,0.07843137255,-0.2352941176
"3167","Q9H7D0_S1869",-4.470588235,0.3921568627,-1.862745098,-3.078431373,-1.235294118,-1.078431373,-3.058823529,-1.215686275,-5,0.4901960784,2.176470588,-5,-1.37254902,-2.607843137,-1.745098039,1.294117647,1.490196078,-5,0.431372549,-1.31372549,-0.7058823529,0.431372549,-0.7843137255,1.176470588,0.7647058824,-1.509803922,0.8431372549,0.9607843137,-1.215686275,1
"3168","Q96JZ2_S194",-0.1176470588,-4.803921569,0.2352941176,0.5098039216,-5,1.137254902,-3.352941176,-3.470588235,1.68627451,-5,2.784313725,1.411764706,0.9215686275,0.6862745098,-5,-3.921568627,-5,-3.764705882,-3.137254902,-5,-3.588235294,2.529411765,-5,-2.470588235,-2.666666667,-0.7843137255,-1.254901961,-3.196078431,-2.901960784,-5
"3169","Q09666_S5749",-5,-3.980392157,-2.980392157,-5,-5,0.2549019608,-2.588235294,-0.2745098039,1.37254902,-4.411764706,-5,0.8431372549,-1.137254902,1.666666667,-5,-5,-4.529411765,-5,-2.254901961,0.5490196078,-4,3.980392157,-3.529411765,-2.745098039,-1.843137255,0.01960784314,-5,-3.901960784,-3.156862745,-1.725490196
"3170","Q09666_S5752",-5,-3.980392157,-2.980392157,-5,-5,0.2549019608,-2.588235294,-0.2745098039,1.37254902,-4.411764706,-5,0.8431372549,-1.137254902,1.666666667,-5,-5,-4.529411765,-5,-2.254901961,0.5490196078,-4,3.980392157,-3.529411765,-2.745098039,-1.843137255,0.01960784314,-5,-3.901960784,-3.156862745,-1.725490196
"3171","Q6UB99_S276",-4.31372549,-5,-5,-2.588235294,-5,1.019607843,-5,-5,0.6666666667,-5,-5,1.294117647,-5,-0.03921568627,-5,-5,-5,-5,-5,-5,-5,4.509803922,-5,-5,-5,-5,-5,-5,-5,-5
"3172","Q7L8J4_S362",-1.333333333,-0.2941176471,0.01960784314,0.4705882353,-0.3725490196,-0.2156862745,-0.03921568627,0.3725490196,-0.01960784314,-0.4705882353,-0.137254902,0.1764705882,-0.03921568627,0.2156862745,-4.509803922,0.07843137255,-5,2.647058824,-0.568627451,0.4901960784,-0.1764705882,0.7647058824,0.4705882353,-1.588235294,-1.941176471,-1.62745098,-1.098039216,-1.509803922,-1.039215686,-0.07843137255
"3173","O75069_S475",-3.647058824,-4.529411765,0.2941176471,-1.509803922,-5,-5,-2.862745098,-5,-2.901960784,-0.1960784314,-5,-4.921568627,-4.960784314,-5,-3.862745098,1.960784314,-1.117647059,4.333333333,-5,-4.823529412,-5,0.6862745098,-5,-0.7647058824,-5,-5,-5,-5,-3.431372549,-5
"3174","Q15185_S113",0.5294117647,-5,-5,-5,-5,-1,-5,-2.137254902,2.68627451,-5,-5,2.156862745,-1.470588235,3.431372549,-3.058823529,-5,-5,-5,-5,-4.078431373,-5,2.411764706,-5,-2.156862745,-5,-5,-5,-5,-5,-5
"3175","Q13422_S361",0.9215686275,-1.823529412,-1.549019608,0.5490196078,-0.7058823529,0.8235294118,0.05882352941,0.07843137255,1.019607843,-3.392156863,-1.490196078,0.862745098,-2.117647059,-0.4901960784,-5,-2.235294118,-2.31372549,-5,-2.411764706,0.2352941176,0.862745098,3.019607843,-0.4509803922,-1.62745098,-4.823529412,-2.980392157,-0.862745098,-2.039215686,1.274509804,-2.098039216
